Zip Code,City,County,State
11784,Selden,Suffolk,NY
11954,Montauk,Suffolk,NY
10309,Staten Island,Richmond,NY
12020,Ballston Spa,Saratoga,NY
12210,Albany,Albany,NY
12457,Mount Tremper,Ulster,NY
11364,Queens,Queens,NY
12566,Pine Bush,Orange,NY
12205,Albany,Albany,NY
10930,Highland Mills,Orange,NY
12571,Milan,Dutchess,NY
10580,Rye,Westchester,NY
11790,Stony Brook,Suffolk,NY
10312,Staten Island,Richmond,NY
14903,Elmira,Chemung,NY
11385,Ridgewood,Queens,NY
11710,Bellmore,Nassau,NY
10306,Staten Island,Richmond,NY
10461,Bronx,Bronx,NY
14871,Pine City,Chemung,NY
10306,Staten Island,Richmond,NY
10301,Staten Island,Richmond,NY
10949,Monroe,Orange,NY
11231,Brooklyn,Kings,NY
11368,Corona,Queens,NY
11422,Rosedale,Queens,NY
10314,Staten Island,Richmond,NY
10464,Bronx,Bronx,NY
14850,Ithaca,Tompkins,NY
12550,Newburgh,Orange,NY
10309,Staten Island,Richmond,NY
12534,Hudson,Columbia,NY
11414,Howard Beach,Queens,NY
11937,East Hampton,Suffolk,NY
13322,Clayville,Oneida,NY
11553,Uniondale,Nassau,NY
14304,Niagara Falls,Niagara,NY
12567,Pine Plains,Dutchess,NY
14878,Rock Stream,Schuyler,NY
11566,Merrick,Nassau,NY
13155,South Otselic,Chenango,NY
12019,Ballston Lake,Saratoga,NY
10804,New Rochelle,Westchester,NY
10977,Spring Valley,Rockland,NY
11229,Brooklyn,Kings,NY
10302,Staten Island,Richmond,NY
11433,Jamaica,Queens,NY
13021,Auburn,Cayuga,NY
10562,Ossining,Westchester,NY
10312,Staten Island,Richmond,NY
11554,East Meadow,Nassau,NY
11004,Glen Oaks,Queens,NY
13026,Aurora,Cayuga,NY
11967,Shirley,Suffolk,NY
10305,Staten Island,Richmond,NY
11790,Stony Brook,Suffolk,NY
11561,Long Beach,Nassau,NY
12144,Rensselaer,Rensselaer,NY
10901,Suffern,Rockland,NY
11758,Massapequa,Nassau,NY
11764,Miller Place,Suffolk,NY
11714,Bethpage,Nassau,NY
13158,Truxton,Cortland,NY
10596,Verplanck,Westchester,NY
10312,Staten Island,Richmond,NY
11706,Bay Shore,Suffolk,NY
11234,Brooklyn,Kings,NY
10573,Port Chester,Westchester,NY
12525,Gardiner,Ulster,NY
11229,Brooklyn,Kings,NY
12603,Poughkeepsie,Dutchess,NY
10547,Mohegan Lake,Westchester,NY
10302,Staten Island,Richmond,NY
12401,Kingston,Ulster,NY
10309,Staten Island,Richmond,NY
10314,Staten Island,Richmond,NY
10984,Thiells,Rockland,NY
11705,Bayport,Suffolk,NY
11772,Patchogue,Suffolk,NY
11249,Brooklyn,Kings,NY
10460,Bronx,Bronx,NY
11357,Queens,Queens,NY
11704,West Babylon,Suffolk,NY
12498,Woodstock,Ulster,NY
11753,Jericho,Nassau,NY
10940,Middletown,Orange,NY
11727,Coram,Suffolk,NY
12586,Walden,Orange,NY
10312,Staten Island,Richmond,NY
11552,West Hempstead,Nassau,NY
10308,Staten Island,Richmond,NY
10960,Upper Nyack,Rockland,NY
10989,Valley Cottage,Rockland,NY
11003,Elmont,Nassau,NY
12977,Ray Brook,Essex,NY
11426,Bellerose,Queens,NY
11949,Manorville,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
12189,Watervliet,Albany,NY
10011,Manhattan,New York,NY
10990,Warwick,Orange,NY
12566,Pine Bush,Orange,NY
11720,South Setauket,Suffolk,NY
11741,Holbrook,Suffolk,NY
14624,Rochester,Monroe,NY
11977,Westhampton,Suffolk,NY
12404,Accord,Ulster,NY
12550,Newburgh,Orange,NY
11581,Valley Stream,Nassau,NY
13734,Barton,Tioga,NY
11553,Uniondale,Nassau,NY
13440,Rome,Oneida,NY
11427,Queens Village,Queens,NY
11702,Babylon,Suffolk,NY
12427,Elka Park,Greene,NY
12477,Saugerties,Ulster,NY
12029,Canaan,Columbia,NY
10314,Staten Island,Richmond,NY
10456,Bronx,Bronx,NY
10523,Elmsford,Westchester,NY
12110,Latham,Albany,NY
11554,East Meadow,Nassau,NY
11758,Massapequa,Nassau,NY
12758,Livingston Manor,Sullivan,NY
14867,Newfield,Tompkins,NY
10309,Staten Island,Richmond,NY
14850,Ithaca,Tompkins,NY
11793,Wantagh,Nassau,NY
12428,Ellenville,Ulster,NY
12601,Poughkeepsie,Dutchess,NY
11743,Huntington,Suffolk,NY
10307,Staten Island,Richmond,NY
10603,White Plains,Westchester,NY
10312,Staten Island,Richmond,NY
11942,East Quogue,Suffolk,NY
10308,Staten Island,Richmond,NY
10314,Staten Island,Richmond,NY
11738,Farmingville,Suffolk,NY
10994,West Nyack,Rockland,NY
10312,Staten Island,Richmond,NY
10980,Stony Point,Rockland,NY
11757,Lindenhurst,Suffolk,NY
10312,Staten Island,Richmond,NY
11580,Valley Stream,Nassau,NY
12571,Red Hook,Dutchess,NY
12010,Amsterdam,Montgomery,NY
12308,Schenectady,Schenectady,NY
14886,Trumansburg,Tompkins,NY
10954,Nanuet,Rockland,NY
11717,Brentwood,Suffolk,NY
10992,Washingtonville,Orange,NY
10567,Cortlandt Manor,Westchester,NY
12053,Delanson,Schenectady,NY
12401,Kingston,Ulster,NY
11572,Oceanside,Nassau,NY
11229,Brooklyn,Kings,NY
10305,Staten Island,Richmond,NY
13827,Owego,Tioga,NY
10530,Hartsdale,Westchester,NY
11427,Queens Village,Queens,NY
10804,New Rochelle,Westchester,NY
10502,Ardsley,Westchester,NY
14411,Albion,Orleans,NY
10989,Valley Cottage,Rockland,NY
11757,Lindenhurst,Suffolk,NY
10956,New City,Rockland,NY
12481,Shokan,Ulster,NY
10312,Staten Island,Richmond,NY
12404,Accord,Ulster,NY
11767,Nesconset,Suffolk,NY
12405,Acra,Greene,NY
11559,Lawrence,Nassau,NY
11801,Hicksville,Nassau,NY
10309,Staten Island,Richmond,NY
11365,Flushing,Queens,NY
12203,Albany,Albany,NY
11003,Elmont,Nassau,NY
11727,Coram,Suffolk,NY
11798,Wheatley Hts,Suffolk,NY
10301,Staten Island,Richmond,NY
13108,Marcellus,Onondaga,NY
10309,Staten Island,Richmond,NY
14454,Geneseo,Livingston,NY
10980,Stony Point,Rockland,NY
11413,Jamaica,Queens,NY
12553,New Windsor,Orange,NY
11411,Cambria Heights,Queens,NY
10314,Staten Island,Richmond,NY
12205,Albany,Albany,NY
11783,Seaford,Nassau,NY
12193,Westerlo,Albany,NY
10314,Staten Island,Richmond,NY
11752,Islip Terrace,Suffolk,NY
10511,Buchanan,Westchester,NY
11726,Copiague,Suffolk,NY
14546,Scottsville,Monroe,NY
10307,Staten Island,Richmond,NY
11356,College Point,Queens,NY
11411,Cambria Heights,Queens,NY
11953,Middle Island,Suffolk,NY
11751,Islip,Suffolk,NY
12302,Schenectady,Schenectady,NY
13084,Lafayette,Onondaga,NY
14150,Tonawanda,Erie,NY
10710,Yonkers,Westchester,NY
12477,Saugerties,Ulster,NY
13021,Auburn,Cayuga,NY
11375,Forest Hills,Queens,NY
11231,Brooklyn,Kings,NY
11411,Cambria Heights,Queens,NY
10562,Ossining,Westchester,NY
10980,Stony Point,Rockland,NY
10701,Yonkers,Westchester,NY
11746,Dix Hills,Suffolk,NY
10306,Staten Island,Richmond,NY
13040,Cincinnatus,Cortland,NY
14805,Alpine,Schuyler,NY
11804,Old Bethpage,Nassau,NY
10520,Croton-On-Hudson,Westchester,NY
12853,North Creek,Warren,NY
11233,Brooklyn,Kings,NY
12054,Delmar,Albany,NY
10302,Staten Island,Richmond,NY
11510,Baldwin,Nassau,NY
11715,Blue Point,Suffolk,NY
11735,Farmingdale,Nassau,NY
12118,Mechanicville,Saratoga,NY
11776,Port Jefferson Station,Suffolk,NY
11417,Ozone Park,Queens,NY
14850,Enfield,Tompkins,NY
10710,Yonkers,Westchester,NY
11357,Whitestone,Queens,NY
12303,Schenectady,Schenectady,NY
11419,South Richmond Hill,Queens,NY
11730,East Islip,Suffolk,NY
11729,Deer Park,Suffolk,NY
12466,Port Ewen,Ulster,NY
11422,Rosedale,Queens,NY
11232,Brooklyn,Kings,NY
11369,East Elmhurst,Queens,NY
11414,Howard Beach,Queens,NY
10990,Warwick,Orange,NY
12118,Mechanicville,Saratoga,NY
12427,Elka Park,Greene,NY
14546,Scottsville,Monroe,NY
10956,New City,Rockland,NY
10309,Staten Island,Richmond,NY
11783,Seaford,Nassau,NY
11716,Bohemia,Suffolk,NY
10601,White Plains,Westchester,NY
11704,West Babylon,Suffolk,NY
12404,Accord,Ulster,NY
10970,Pomona,Rockland,NY
11226,Brooklyn,Kings,NY
13810,Mount Vision,Otsego,NY
11757,Lindenhurst,Suffolk,NY
12449,Lake Katrine,Ulster,NY
12498,Woodstock,Ulster,NY
12446,Kerhonkson,Ulster,NY
14541,Olean,Cattaraugus,NY
11901,Riverhead,Suffolk,NY
12074,Galway,Saratoga,NY
12534,Hudson,Columbia,NY
12306,Schenectady,Schenectady,NY
11417,Ozone Park,Queens,NY
10312,Staten Island,Richmond,NY
11752,Islip Terrace,Suffolk,NY
13329,Dolgeville,Herkimer,NY
12561,New Paltz,Ulster,NY
12015,Athens,Greene,NY
10956,New City,Rockland,NY
10977,Spring Valley,Rockland,NY
13452,Saint Johnsville,Montgomery,NY
11003,Elmont,Nassau,NY
10901,Ramapo,Rockland,NY
14304,Niagara Falls,Niagara,NY
14075,Hamburg,Erie,NY
11746,Dix Hills,Suffolk,NY
13661,Mannsville,Jefferson,NY
11706,Bay Shore,Suffolk,NY
14424,Canandaigua,Ontario,NY
11783,Seaford,Nassau,NY
10707,Tuckahoe,Westchester,NY
12809,Argyle,Washington,NY
10314,Staten Island,Richmond,NY
12203,Albany,Albany,NY
14468,Hilton,Monroe,NY
12491,West Hurley,Ulster,NY
10312,Staten Island,Richmond,NY
10312,Staten Island,Richmond,NY
10950,Monroe,Orange,NY
14882,Lansing,Tompkins,NY
11801,Hicksville,Nassau,NY
10603,North White Plains,Westchester,NY
10552,Mount Vernon,Westchester,NY
11414,Howard Beach,Queens,NY
13732,Apalachin,Tioga,NY
10452,Bronx,Bronx,NY
12771,Port Jervis,Orange,NY
10573,Port Chester,Westchester,NY
12533,Hopewell Junction,Dutchess,NY
12157,Schoharie,Schoharie,NY
12567,Pine Plains,Dutchess,NY
12018,Averill Park,Rensselaer,NY
10924,Goshen,Orange,NY
12572,Rhinebeck,Dutchess,NY
11949,Manorville,Suffolk,NY
12779,South Fallsburgh,Sullivan,NY
12414,Catskill,Greene,NY
12173,Stuyvesant,Columbia,NY
11713,Bellport,Suffolk,NY
11435,Jamaica,Queens,NY
11419,South Richmond Hill,Queens,NY
10308,Staten Island,Richmond,NY
13901,Binghamton,Broome,NY
12516,Copake,Columbia,NY
11427,Queens Village,Queens,NY
11964,Shelter Island,Suffolk,NY
10977,Spring Valley,Rockland,NY
12409,Bearsville,Ulster,NY
11554,East Meadow,Nassau,NY
12815,Brant Lake,Warren,NY
11779,Ronkonkoma,Suffolk,NY
11703,North Babylon,Suffolk,NY
10701,Yonkers,Westchester,NY
11701,Amityville,Suffolk,NY
12747,Hurleyville,Sullivan,NY
11725,Commack,Suffolk,NY
10469,Bronx,Bronx,NY
11758,Massapequa,Nassau,NY
11726,Copiague,Suffolk,NY
13751,Davenport Center,Delaware,NY
11356,College Point,Queens,NY
11940,East Moriches,Suffolk,NY
10950,Monroe,Orange,NY
11782,Sayville,Suffolk,NY
12018,Averill Park,Rensselaer,NY
10990,Warwick,Orange,NY
11784,Selden,Suffolk,NY
11980,Yaphank,Suffolk,NY
10924,Goshen,Orange,NY
14608,Rochester,Monroe,NY
10710,Yonkers,Westchester,NY
12065,Clifton Park,Saratoga,NY
10960,White Plains,Rockland,NY
10701,Yonkers,Westchester,NY
11730,East Islip,Suffolk,NY
14824,Cayuta,Schuyler,NY
10312,Staten Island,Richmond,NY
14485,Lima,Livingston,NY
10304,Staten Island,Richmond,NY
11751,Islip,Suffolk,NY
11232,Brooklyn,Kings,NY
10314,Staten Island,Richmond,NY
10976,Sparkill,Rockland,NY
501,Holtsville,Suffolk,NY
10923,Garnerville,Rockland,NY
13354,Holland Patent,Oneida,NY
10983,Tappan,Rockland,NY
10314,Staten Island,Richmond,NY
12553,New Windsor,Orange,NY
10505,Baldwin Place,Westchester,NY
11561,Long Beach,Nassau,NY
13316,Camden,Oneida,NY
10465,Bronx,Bronx,NY
12170,Stillwater,Saratoga,NY
13068,Freeville,Tompkins,NY
12572,Rhinebeck,Dutchess,NY
11422,Rosedale,Queens,NY
10312,Staten Island,Richmond,NY
13316,Camden,Oneida,NY
14607,Rochester,Monroe,NY
12603,Poughkeepsie,Dutchess,NY
11763,Medford,Suffolk,NY
11755,Lake Grove,Suffolk,NY
10956,New City,Rockland,NY
11710,Bellmore,Nassau,NY
11940,East Moriches,Suffolk,NY
14870,Painted Post,Steuben,NY
10536,Katonah,Westchester,NY
11727,Coram,Suffolk,NY
12815,Brant Lake,Warren,NY
10314,Staten Island,Richmond,NY
11201,Brooklyn,Kings,NY
11412,Saint Albans,Queens,NY
11510,Baldwin,Nassau,NY
13214,Syracuse,Onondaga,NY
10312,Staten Island,Richmond,NY
13838,Sidney,Delaware,NY
10314,Staten Island,Richmond,NY
10516,Cold Spring,Putnam,NY
11801,Hicksville,Nassau,NY
10304,Staten Island,Richmond,NY
11003,Elmont,Nassau,NY
13026,Aurora,Cayuga,NY
11235,Brooklyn,Kings,NY
13152,Skaneateles,Onondaga,NY
10308,Staten Island,Richmond,NY
11568,Old Westbury,Nassau,NY
11510,Baldwin,Nassau,NY
11731,East Northport,Suffolk,NY
11801,Hicksville,Nassau,NY
11411,Cambria Heights,Queens,NY
14850,Enfield,Tompkins,NY
12303,Schenectady,Schenectady,NY
12477,Saugerties,Ulster,NY
11935,Cutchogue,Suffolk,NY
12443,Hurley,Ulster,NY
12603,Poughkeepsie,Dutchess,NY
11004,Glen Oaks,Queens,NY
12025,Broadalbin,Fulton,NY
11763,Medford,Suffolk,NY
11204,Brooklyn,Kings,NY
11558,Island Park,Nassau,NY
10309,Staten Island,Richmond,NY
11793,Wantagh,Nassau,NY
11791,Syosset,Nassau,NY
10589,Somers,Westchester,NY
11726,Copiague,Suffolk,NY
12203,Albany,Albany,NY
11738,Farmingville,Suffolk,NY
13026,Aurora,Cayuga,NY
10522,Dobbs Ferry,Westchester,NY
10302,Staten Island,Richmond,NY
11501,Mineola,Nassau,NY
12561,New Paltz,Ulster,NY
12901,Plattsburgh,Clinton,NY
14850,Ithaca,Tompkins,NY
11937,East Hampton,Suffolk,NY
14131,Ransomville,Niagara,NY
11228,Brooklyn,Kings,NY
14543,Rush,Monroe,NY
12165,Spencertown,Columbia,NY
10309,Staten Island,Richmond,NY
10956,New City,Rockland,NY
10980,Stony Point,Rockland,NY
14225,Cheektowaga,Erie,NY
11236,Brooklyn,Kings,NY
12533,Hopewell Junction,Dutchess,NY
10710,Yonkers,Westchester,NY
12834,Greenwich,Washington,NY
11234,Brooklyn,Kings,NY
11793,Wantagh,Nassau,NY
12477,Saugerties,Ulster,NY
12550,Newburgh,Orange,NY
11703,North Babylon,Suffolk,NY
11784,Selden,Suffolk,NY
10941,Middletown,Orange,NY
12173,Stuyvesant,Columbia,NY
11714,Bethpage,Nassau,NY
12572,Rhinebeck,Dutchess,NY
11756,Levittown,Nassau,NY
11720,Centereach,Suffolk,NY
12045,Coeymans,Albany,NY
10308,Staten Island,Richmond,NY
10950,Monroe,Orange,NY
12446,Kerhonkson,Ulster,NY
11003,Elmont,Nassau,NY
14521,Ovid,Seneca,NY
10930,Highland Mills,Orange,NY
10516,Cold Spring,Putnam,NY
12074,Galway,Saratoga,NY
12533,Hopewell Junction,Dutchess,NY
10312,Staten Island,Richmond,NY
10541,Mahopac,Putnam,NY
12143,Ravena,Albany,NY
12590,Wappingers Falls,Dutchess,NY
10573,Port Chester,Westchester,NY
11702,Babylon,Suffolk,NY
11710,Bellmore,Nassau,NY
12205,Albany,Albany,NY
10520,Croton On Hudson,Westchester,NY
10472,Bronx,Bronx,NY
10308,Staten Island,Richmond,NY
11787,Smithtown,Suffolk,NY
10312,Staten Island,Richmond,NY
11965,Shelter Island Heights,Suffolk,NY
11207,Brooklyn,Kings,NY
11433,Jamaica,Queens,NY
11702,Babylon,Suffolk,NY
13053,Dryden,Tompkins,NY
13617,Canton,St. Lawrence,NY
10924,Goshen,Orange,NY
10921,Florida,Orange,NY
10466,Bronx,Bronx,NY
12180,Troy,Rensselaer,NY
10309,Staten Island,Richmond,NY
12020,Ballston Spa,Saratoga,NY
13619,Carthage,Jefferson,NY
11801,Hicksville,Nassau,NY
12138,Petersburg,Rensselaer,NY
12065,Clifton Park,Saratoga,NY
11426,Bellerose,Queens,NY
11236,Brooklyn,Kings,NY
11746,Dix Hills,Suffolk,NY
11239,Brooklyn,Kings,NY
12834,Greenwich,Washington,NY
11580,Valley Stream,Nassau,NY
11714,Bethpage,Nassau,NY
10309,Staten Island,Richmond,NY
11754,Kings Park,Suffolk,NY
11783,Seaford,Nassau,NY
10314,Staten Island,Richmond,NY
12205,Albany,Albany,NY
11413,Jamaica,Queens,NY
14094,Lockport,Niagara,NY
14435,Conesus,Livingston,NY
14466,Hemlock,Livingston,NY
10312,Staten Island,Richmond,NY
11710,Bellmore,Nassau,NY
10306,Staten Island,Richmond,NY
10598,Yorktown Heights,Westchester,NY
10710,Yonkers,Westchester,NY
12009,Altamont,Albany,NY
11901,Riverhead,Suffolk,NY
11710,Bellmore,Nassau,NY
10307,Staten Island,Richmond,NY
12306,Schenectady,Schenectady,NY
10514,Chappaqua,Westchester,NY
11429,Queens Village,Queens,NY
12866,Saratoga Springs,Saratoga,NY
12304,Schenectady,Schenectady,NY
12492,West Kill,Greene,NY
12528,Highland,Ulster,NY
11726,Copiague,Suffolk,NY
12017,Austerlitz,Columbia,NY
12577,Salisbury Mills,Orange,NY
11361,Bayside,Queens,NY
11778,Rocky Point,Suffolk,NY
11722,Central Islip,Suffolk,NY
11731,East Northport,Suffolk,NY
10312,Staten Island,Richmond,NY
11731,East Northport,Suffolk,NY
11729,Deer Park,Suffolk,NY
11757,Lindenhurst,Suffolk,NY
10461,Bronx,Bronx,NY
14850,Ithaca,Tompkins,NY
11418,Richmond Hill,Queens,NY
10310,Staten Island,Richmond,NY
11692,Arverne,Queens,NY
14850,Ithaca,Tompkins,NY
11784,Selden,Suffolk,NY
11793,Wantagh,Nassau,NY
11763,Medford,Suffolk,NY
11738,Farmingville,Suffolk,NY
11706,Bay Shore,Suffolk,NY
11725,Commack,Suffolk,NY
11374,Rego Park,Queens,NY
10312,Staten Island,Richmond,NY
12603,Poughkeepsie,Dutchess,NY
12180,Brunswick,Rensselaer,NY
12302,Schenectady,Schenectady,NY
10306,Staten Island,Richmond,NY
10305,Staten Island,Richmond,NY
13077,Homer,Cortland,NY
10312,Staten Island,Richmond,NY
11581,Valley Stream,Nassau,NY
11784,Selden,Suffolk,NY
11727,Coram,Suffolk,NY
10984,Thiells,Rockland,NY
11364,Flushing,Queens,NY
10956,Clarkstown,Rockland,NY
10469,Bronx,Bronx,NY
13440,Rome,Oneida,NY
11412,St. Albans,Queens,NY
14051,Amherst,Erie,NY
12144,Rensselaer,Rensselaer,NY
12533,Hopewell Junction,Dutchess,NY
11976,Watermill,Suffolk,NY
11741,Holbrook,Suffolk,NY
10312,Staten Island,Richmond,NY
12721,Bloomingburg,Sullivan,NY
11422,Rosedale,Queens,NY
12159,Slingerlands,Albany,NY
10308,Staten Island,Richmond,NY
11746,Dix Hills,Suffolk,NY
11749,Ronkonkoma,Suffolk,NY
12529,Hillsdale,Columbia,NY
11738,Farmingville,Suffolk,NY
12189,Watervliet,Albany,NY
11798,Wyandanch,Suffolk,NY
12513,Claverack,Columbia,NY
11951,Mastic Beach,Suffolk,NY
11040,New Hyde Park,Nassau,NY
10306,Staten Island,Richmond,NY
12065,Clifton Park,Saratoga,NY
12550,Newburgh,Orange,NY
11423,Hollis,Queens,NY
11234,Brooklyn,Kings,NY
11566,Merrick,Nassau,NY
10601,White Plains,Westchester,NY
11357,Whitestone,Queens,NY
11693,Broad Channel,Queens,NY
12484,Stone Ridge,Ulster,NY
10306,Staten Island,Richmond,NY
11742,Holtsville,Suffolk,NY
13118,Moravia,Cayuga,NY
10980,Stony Point,Rockland,NY
10705,Yonkers,Westchester,NY
10920,Congers,Rockland,NY
13078,Jamesville,Onondaga,NY
11783,Seaford,Nassau,NY
13068,Freeville,Tompkins,NY
10309,Staten Island,Richmond,NY
11704,West Babylon,Suffolk,NY
13790,Johnson City,Broome,NY
11729,Deer Park,Suffolk,NY
12873,Shushan,Washington,NY
11217,Brooklyn,Kings,NY
12910,Altona,Clinton,NY
11751,Islip,Suffolk,NY
12831,Gansevoort,Saratoga,NY
11758,Massapequa,Nassau,NY
14850,Enfield,Tompkins,NY
12775,Rock Hill,Sullivan,NY
11714,Bethpage,Nassau,NY
10956,New City,Rockland,NY
10314,Staten Island,Richmond,NY
13021,Auburn,Cayuga,NY
11575,Roosevelt,Nassau,NY
12873,Shushan,Washington,NY
11937,East Hampton,Suffolk,NY
10989,Valley Cottage,Rockland,NY
14622,Rochester,Monroe,NY
11210,Brooklyn,Kings,NY
12047,Cohoes,Albany,NY
11742,Holtsville,Suffolk,NY
11787,Smithtown,Suffolk,NY
10918,Chester,Orange,NY
12725,Claryville,Ulster,NY
11967,Shirley,Suffolk,NY
11752,Islip Terrace,Suffolk,NY
13114,Mexico,Oswego,NY
10940,Middletown,Orange,NY
12484,Stone Ridge,Ulster,NY
14882,Lansing,Tompkins,NY
11357,Queens,Queens,NY
11801,Hicksville,Nassau,NY
11704,West Babylon,Suffolk,NY
10506,Bedford,Westchester,NY
11746,Huntington Station,Suffolk,NY
11968,Southampton,Suffolk,NY
14850,Ithaca,Tompkins,NY
12303,Schenectady,Schenectady,NY
11783,Seaford,Nassau,NY
13147,Scipio Center,Cayuga,NY
11218,Brooklyn,Kings,NY
10312,Staten Island,Richmond,NY
10305,Staten Island,Richmond,NY
12302,Scotia,Schenectady,NY
10306,Staten Island,Richmond,NY
12533,Hopewell Junction,Dutchess,NY
11961,Ridge,Suffolk,NY
11961,Ridge,Suffolk,NY
12534,Hudson,Columbia,NY
11421,Woodhaven,Queens,NY
11762,Massapequa Park,Nassau,NY
12303,Schenectady,Albany,NY
11735,Farmingdale,Nassau,NY
13317,Canajoharie,Montgomery,NY
11757,Lindenhurst,Suffolk,NY
10312,Staten Island,Richmond,NY
11967,Shirley,Suffolk,NY
12571,Red Hook,Dutchess,NY
11704,West Babylon,Suffolk,NY
10956,New City,Rockland,NY
10306,Staten Island,Richmond,NY
10562,Ossining,Westchester,NY
11706,Bayshore,Suffolk,NY
12525,Gardiner,Ulster,NY
11725,Commack,Suffolk,NY
14867,Newfield,Tompkins,NY
12010,Amsterdam,Montgomery,NY
11783,Seaford,Nassau,NY
14850,Ithaca,Tompkins,NY
10301,Staten Island,Richmond,NY
11725,Commack,Suffolk,NY
12508,Beacon,Dutchess,NY
10980,Stony Point,Rockland,NY
11720,Centereach,Suffolk,NY
11717,Brentwood,Suffolk,NY
12068,Fonda,Montgomery,NY
10704,Yonkers,Westchester,NY
14805,Alpine,Schuyler,NY
10304,Staten Island,Richmond,NY
13740,Bovina Center,Delaware,NY
12201,Albany,Albany,NY
10309,Staten Island,Richmond,NY
11727,Coram,Suffolk,NY
11937,East Hampton,Suffolk,NY
11236,Brooklyn,Kings,NY
11758,Massapequa,Nassau,NY
10314,Staten Island,Richmond,NY
10606,White Plains,Westchester,NY
10312,Staten Island,Richmond,NY
10921,Florida,Orange,NY
11580,Valley Stream,Nassau,NY
10308,Staten Island,Richmond,NY
12020,Ballston Spa,Saratoga,NY
10603,White Plains,Westchester,NY
10940,Middletown,Orange,NY
11385,Ridgewood,Queens,NY
14850,Ithaca,Tompkins,NY
10992,Washingtonville,Orange,NY
11566,Merrick,Nassau,NY
11754,Kings Park,Suffolk,NY
11423,Queens,Queens,NY
11764,Miller Place,Suffolk,NY
14572,Wayland,Steuben,NY
10469,Bronx,Bronx,NY
11560,Locust Valley,Nassau,NY
11716,Bohemia,Suffolk,NY
11572,Oceanside,Nassau,NY
12832,Granville,Washington,NY
14131,Ransomville,Niagara,NY
14850,Ithaca,Tompkins,NY
12205,Colonie,Albany,NY
10306,Staten Island,Richmond,NY
14727,Cuba,Cattaraugus,NY
11788,Hauppauge,Suffolk,NY
11772,East Patchogue,Suffolk,NY
12517,Copake Falls,Columbia,NY
11422,Queens,Queens,NY
10308,Staten Island,Richmond,NY
11756,Levittown,Nassau,NY
11778,Rocky Point,Suffolk,NY
11223,Brooklyn,Kings,NY
14817,Brooktondale,Tompkins,NY
10128,New York,New York,NY
12302,Schenectady,Schenectady,NY
10994,West Nyack,Rockland,NY
11422,Rosedale,Queens,NY
12603,Poughkeepsie,Dutchess,NY
12523,Elizaville,Columbia,NY
14590,Wolcott,Wayne,NY
10306,Staten Island,Richmond,NY
13350,Herkimer,Herkimer,NY
12304,Schenectady,Schenectady,NY
11795,West Islip,Suffolk,NY
10705,Yonkers,Westchester,NY
14580,Webster,Monroe,NY
12020,Ballston Spa,Saratoga,NY
11411,Cambria Heights,Queens,NY
10603,White Plains,Westchester,NY
10466,Bronx,Bronx,NY
11783,Seaford,Nassau,NY
11763,Medford,Suffolk,NY
10562,Ossining,Westchester,NY
12020,Ballston Spa,Saratoga,NY
12603,Poughkeepsie,Dutchess,NY
10707,Tuckahoe,Westchester,NY
11726,Copiague,Suffolk,NY
11231,Brooklyn,Kings,NY
10962,Orangeburg,Rockland,NY
10314,Staten Island,Richmond,NY
11968,Southampton,Suffolk,NY
11743,Huntington,Suffolk,NY
13601,Watertown,Jefferson,NY
10314,Staten Island,Richmond,NY
10710,Yonkers,Westchester,NY
14850,Enfield,Tompkins,NY
10468,Bronx,Bronx,NY
13073,Groton,Tompkins,NY
11558,Island Park,Nassau,NY
11780,Saint James,Suffolk,NY
10310,Staten Island,Richmond,NY
11727,Coram,Suffolk,NY
12193,Westerlo,Albany,NY
11726,Copiague,Suffolk,NY
12144,Rensselaer,Rensselaer,NY
10994,West Nyack,Rockland,NY
11776,Port Jefferson Station,Suffolk,NY
14514,North Chili,Monroe,NY
10969,Pine Island,Orange,NY
11581,North Woodmere,Nassau,NY
10312,Staten Island,Richmond,NY
12303,Schenectady,Schenectady,NY
10562,Ossining,Westchester,NY
10562,Ossining,Westchester,NY
10803,Pelham,Westchester,NY
14059,Elma,Erie,NY
11722,Central Islip,Suffolk,NY
10309,Staten Island,Richmond,NY
12586,Walden,Orange,NY
10305,Staten Island,Richmond,NY
12123,Nassau,Rensselaer,NY
10950,Monroe,Orange,NY
11731,East Northport,Suffolk,NY
11790,Stony Brook,Suffolk,NY
14850,Ithaca,Tompkins,NY
14850,Ithaca,Tompkins,NY
14850,Ithaca,Tompkins,NY
10956,New City,Rockland,NY
12065,Clifton Park,Saratoga,NY
12123,Nassau,Rensselaer,NY
14559,Spencerport,Monroe,NY
12018,Averill Park,Rensselaer,NY
12589,Wallkill,Ulster,NY
12590,Wappingers Falls,Dutchess,NY
12166,Sprakers,Montgomery,NY
10549,Mount Kisco,Westchester,NY
12804,Queensbury,Warren,NY
14304,Niagara Falls,Niagara,NY
13077,Homer,Cortland,NY
10314,Staten Island,Richmond,NY
10705,Yonkers,Westchester,NY
10960,Nyack,Rockland,NY
14075,Hamburg,Erie,NY
12589,Wallkill,Orange,NY
11749,Ronkonkoma,Suffolk,NY
14886,Trumansburg,Tompkins,NY
10801,New Rochelle,Westchester,NY
10549,Mount Kisco,Westchester,NY
10314,Staten Island,Richmond,NY
11210,Brooklyn,Kings,NY
10924,Goshen,Orange,NY
